created_at,file_name,followers,friends,group_name,location,retweet_count,screenname,search_query,text,twitter_id,username,polarity,partition_0,partition_1
2020-07-26 17:03:58,AFC Bournemouth,316,789,AFC Bournemouth,"Hungerford, Berkshire, England",0,martypl76,#Bournemouth,Bournemouth deserved to beat a lacklustre poor @Everton side today but they are relegated thanks to the failure of VAR and the terrible standard of referees  shocking stuff @premierleague #Everton #bournemouth #scrapVAR https://t.co/yoNCErGNzr,1287433490183663616,Martyn Leach,-0.8847,EPL,AFC Bournemouth
2020-07-26 17:02:29,AFC Bournemouth,168,183,AFC Bournemouth,,2,Dougie93,#Bournemouth,"So VAR not being used properly has just effectively relegated Bournemouth. Remember the goal Sheff Utd scored after the restart, that somehow didn’t get awarded... without that point Villa would have gone down! 😳#Var #Bournemouth #Villa",1287433120690642945,Adam Douglass,0.4926,EPL,AFC Bournemouth
2020-07-26 17:02:01,AFC Bournemouth,4229,3567,AFC Bournemouth,"Manchester, England",0,SgtK_GMP,#Bournemouth,"Well that’s the end of the #PremierLeague, what will it be remembered for.....???? #VAR!  VAR is a joke, it’s relegated #Bournemouth and kept #AstonVilla in the premiership, it’s ruined games and needs a major rethink for next season! #Joke #Football",1287433000234491904,Sgt K,0.4106,EPL,AFC Bournemouth
2020-07-26 17:01:38,AFC Bournemouth,1888,1515,AFC Bournemouth,Pakistan,0,cheekytheMAF,#Bournemouth,#AstonVilla has survived in the #PremierLeague by a single point! The point they got because the #Sheffieldunited goal was wrongly disallowed by #VAR in a 1-1 draw against Villa right after the restart. Otherwise #Bournemouth would have stayed in the Premier League🙃🙃,1287432904247836672,Mian Ahmad Farooq,0.5562,EPL,AFC Bournemouth
2020-07-26 17:01:05,AFC Bournemouth,31,126,AFC Bournemouth,"North East, England",0,L88HRS,#Bournemouth,So #Villa stay up thanks to a diabolical VAR failure against Shef Utd.  Gotta feel for #Bournemouth and #Watford.,1287432765974237185,Lee,-0.1027,EPL,AFC Bournemouth
2020-07-26 17:00:49,AFC Bournemouth,563,931,AFC Bournemouth,,0,liselou145,#Bournemouth,#btsport I'd be fuming if I was #bournemouth or #watford if it wasn't for dodgy VAR and Hawkeye @AVFCOfficial would be down @premierleague @SkyFootball,1287432700580765699,lisa langley,-0.465,EPL,AFC Bournemouth
2020-07-26 16:59:14,AFC Bournemouth,217,510,AFC Bournemouth,"Bradford, England",0,MarkyP20,#Bournemouth,So how long before #Bournemouth sue Villa or VAR for that #SheffieldUnited goal that wasn't allowed?!?! #AstonVilla #EPL,1287432300985188354,Mark Palfreeman,0.0,EPL,AFC Bournemouth
2020-07-26 15:58:08,AFC Bournemouth,190,308,AFC Bournemouth,,0,philsimpson89,#Bournemouth,The scenes when villa stay up by 1 point and bournemouth get relegated after goal line technology was forgotten to be switched 😂😂😂 #villa #bournemouth #VAR #premierleague,1287416924700377089,Phil Simpson,-0.2263,EPL,AFC Bournemouth
2020-07-18 06:52:20,ManchesterUnited,1465,1396,Manchester United FC,,0,lindquist_lord,#ManchesterUnited OR #ManUnited OR #MUFC,"Frank Lampard “I want VAR to work in our favour”... Is he serious? The idiot is surely aware VAR works in everyone’s favour it’s simply down to whether it’s used correctly. As the FA Cup will be without fans, I wouldn’t be crushed if Ole concentrated on the PL. #MUFC",1284380468239052800,LordScottBrianLindquist,-0.0772,EPL,ManchesterUnited
2020-07-18 06:51:16,ManchesterUnited,96,164,Manchester United FC,"Milnerton, South Africa",0,cape_fox,#ManchesterUnited OR #ManUnited OR #MUFC,@NotThatAB @WaheedVadi @ravredd2009 there are plenty of conspiracy theorists out there judging by my twitter feed...#MUFC #VAR https://t.co/DsWDgSpM1T,1284380197136019456,FearlessCapeFox,-0.5267,EPL,ManchesterUnited
2020-09-01 22:10:28,TottenhamHotspur,343,984,Tottenham Hotspur FC,"Sörmland, Sweden",0,NinjaRico,#Tottenham OR #THFC OR #SPURS,#var 19/20 #spurs No words needed https://t.co/5qfzWZcaqi,1300918975589756928,Över Ett Glas (R Branting),-0.29600000000000004,EPL,TottenhamHotspur
2020-08-13 08:24:46,ManchesterUnited,1295,1125,Manchester United FC,"Abuja, Nigeria 🇳🇬",2,JosephinaNnadi,#ManchesterUnited OR #ManUnited OR #MUFC,Guest what 😂 😂 😂  Breaking News   Manchester United has used the £108m for Jadon Sancho to renew their contract with VAR until 2023 All referees are going for medical at old Trafford tomorrow. #Mufc 🔥✌🏼,1293825813578690560,Josephina Nnadi,0.4215,EPL,ManchesterUnited
2020-07-29 16:10:05,Arsenal,500,59,Arsenal FC,"London, England",0,Inside_Futbal,#Arsenal OR #AFC OR #COYG,The final Premier League table if VAR was not used this season. #AFC #MUFC #THFC #CFC #LFC #MCFC #WFC https://t.co/Tlcghtx7tf,1288507096732844032,The Football Insider,0.0,EPL,Arsenal
2020-08-13 05:15:59,ManchesterUnited,508,509,Manchester United FC,Kenya,0,paulWKe,#ManchesterUnited OR #ManUnited OR #MUFC,Breaking News   Manchester United has used the £100m for Jadon Sancho to renew their contract with VAR until 2023 All referees are going medical at old Trafford tomorrow. #Mufc 🔥✌🏼  🤣🤣🤣🤣🤣🤣🤣,1293778303833321474,Wambugu Paul,0.4215,EPL,ManchesterUnited
2020-09-10 04:15:50,Everton,159,166,Everton FC,,0,callofeverton,#Everton OR #EFC,"🔵 Everton 1-1 Tottenham ⚪️ 🏆 Premier League  📆 4th November, 2019   The day Son became Evertonian enemy number one, in a feisty affair at Goodison.   Martin Atkinson was woeful (even by his standards), VAR took forever and Tosun bagged a late leveller.   #EFC #THFC #TOTEVE https://t.co/CRuwLzLwLP",1303910026994540545,The Call of Everton,-0.7269,EPL,Everton
2020-09-15 13:28:31,CrystalPalace,4291,3436,Crystal Palace FC,London,0,palaceupdates4u,#CrystalPalace OR #CPFC,Crystal Palace 1-0 Southampton: Referees should use the VAR monitor more often - Ralph Hasenhuttl https://t.co/H90jLIjfbP #CPFC,1305861055437037568,Crystal Palace News,0.0,EPL,CrystalPalace
2020-07-19 15:08:49,CrystalPalace,17,103,Crystal Palace FC,,0,JackHal52491495,#CrystalPalace OR #CPFC,#var Will kill celebrations. It's killing football. It's not fun anymore. We still get wrong decisions anyway. Football is better off without it. #cpfc,1284867800062992384,Jack Hall,-0.9186,EPL,CrystalPalace
2020-07-19 14:20:13,CrystalPalace,8,72,Crystal Palace FC,United Kingdom,0,morsey1993,#CrystalPalace OR #CPFC,@CEO4TAG You must ask why Hodgson and Lewington weren’t looking at a screen to see the penalty on Zaha and then telling Palace players to put it out so VAR could look. It was 3 minutes before Rashford scored and no stoppage in play. You have to move with the times. #CPFC,1284855568709169154,Martin Horsey,-0.4215,EPL,CrystalPalace
2020-07-19 11:34:47,CrystalPalace,199,446,Crystal Palace FC,Whyteleafe,0,Tjsam1000,#CrystalPalace OR #CPFC,@CPFC we got @Wolves Monday not @ManUtd we played them and got cheated by VAR #cpfc https://t.co/w13DlU2F7d,1284813934684524544,Tom Samuel,-0.6526,EPL,CrystalPalace
2020-07-19 10:35:25,CrystalPalace,320,459,Crystal Palace FC,London,0,MikeABFL,#CrystalPalace OR #CPFC,@HLTCO #Mossy was #VAR ref for the Man U game. I rest my case. #CRYMUN #cpfc,1284798993692872704,Mike Deacon,0.0,EPL,CrystalPalace
2020-07-19 07:37:12,CrystalPalace,4,23,Crystal Palace FC,"Eastbourne, England",2,FootballGrandpa,#CrystalPalace OR #CPFC,"I saw the #CrystalPalace &amp; #Tottenham games v #ManUtd.  In one match Eric Dier eases #Pogba off the ball &amp; a VAR penalty is given for ManUtd.  In the other the Palace attacker is chopped down by #Lindelof (? ) &amp; VAR said ""No Penalty"".  Seems like #HowardWebb is back as #VAR ! https://t.co/mATeK86DVx",1284754145786974208,Football Grandad - I Say It As I See It,-0.6588,EPL,CrystalPalace
2020-07-18 18:39:41,CrystalPalace,1722,737,Crystal Palace FC,"lincoln, bizarrely ",1,littlenorwich,#CrystalPalace OR #CPFC,"Can anyone refresh my memory on the Ayew vs Burnley decision that went to VAR, did the ref go to the monitor for that? and if not was reason given as to why? #cpfc #twitterclarets",1284558476564410373,Little Norwich,0.0,EPL,CrystalPalace
2020-07-18 17:09:20,CrystalPalace,4058,2716,Crystal Palace FC,England,0,CPFC_Fanly,#CrystalPalace OR #CPFC,AYEW VAR DISALLOWED GOAL &amp; MANCHESTER UNITED SCORE 2 | Access All Ov... #CrystalPalace  https://t.co/gIKArnzVrK https://t.co/dIqjD9acdL,1284535740102213633,CPFC Report,0.5473,EPL,CrystalPalace
2020-07-18 16:44:05,CrystalPalace,3698,1793,Crystal Palace FC,"London, England",0,ThePalaceForum,#CrystalPalace OR #CPFC,AYEW VAR DISALLOWED GOAL &amp; MANCHESTER UNITED SCORE 2 | Access All Over (A) https://t.co/SDSFUCNmhP #CPFC,1284529385492688896,Crystal Palace Forum,0.5473,EPL,CrystalPalace
2020-07-18 16:28:14,CrystalPalace,4292,3453,Crystal Palace FC,London,0,palaceupdates4u,#CrystalPalace OR #CPFC,Ole Gunnar Solskjaer hits back at Jose Mourinho and Frank Lampard over VAR claims https://t.co/g55bwm3kxD #CPFC,1284525398412398593,Crystal Palace News,0.0,EPL,CrystalPalace
2020-07-17 13:55:42,LeicesterCity,84,592,Leicester City FC,"Sheffield, England",0,daveskelton799,#LeicesterCity OR #LCFC,#manutd what the odds on #manutd getting a #var decision on last game against #LeicesterCity to get them the win they need,1284124624297623552,Dave Skelton,0.5859,EPL,LeicesterCity
2020-07-15 19:44:23,Burnley,3442,1456,Burnley FC,"Burnley, England",1,DLRbrts,#Burnley OR #BurnleyFC,"INBOX: You have ONE new message  FROM: A friend in Stockley Park (VAR, Kevin Friend, that is!)  #BURWOL #BurnleyFC #twitterclarets https://t.co/52HjUTLhsB",1283487596635619328,Bᴜʀɴʟᴇʏsᴛᴀᴛs / Dave Roberts 📶,0.7712,EPL,Burnley
2020-07-15 19:27:42,Burnley,6692,1548,Burnley FC,"Wolverhampton, England",83,powndland,#Burnley OR #BurnleyFC,Gary Powndland - Referee Mike Dean &amp; VAR  😡⚽️😡⚽️😡  🦊🦊🦊🦊🦊🦊🦊🦊🦊🦊  SEE ME LIVE 👇🏻  18.09.20  Sutton Coldfield Town Hall  SOLD OUT  19.02.21  Stourbridge Town Hall  https://t.co/nyRnaJAn1c  #BURWOL #BurnleyFC #Wolverhampton #Wolves #Var #fuckvar https://t.co/6YPu2w1t4s,1283483396908429321,Official_Gary_Powndland,0.0,EPL,Burnley
2020-07-15 19:07:13,Burnley,164,719,Burnley FC,Everywhere......,1,deakinwoods,#Burnley OR #BurnleyFC,"Absolute joke of a decision by Mike Dean, surely the free kick should have been given to @wolves for the high boot about to hit @mattdoherty20 in the face!! Worse decision I’ve seen this season. #var #fansagainstvar #fa #wolves #burnley",1283478243560095746,Simon Deakin-Woods,0.7081,EPL,Burnley
2020-07-15 19:01:12,Burnley,7,11,Burnley FC,,0,ArmchairVar,#Burnley OR #BurnleyFC,🥅 | Penalty awarded. What are you saying #Wolves and #Burnley fans? #PL #VAR #BURWOL Comment your thoughts below...,1283476729953124358,Armchair VAR,-0.0772,EPL,Burnley
2020-07-15 18:59:21,Burnley,98,789,Burnley FC,Cornwall,0,TonyRodi_53,#Burnley OR #BurnleyFC,Robbed. VAR gives a penalty for handball but fails to acknowledge the high foot on #Doherty. #Wolves were robbed. #Burnley super lucky.,1283476262611116032,Tony Rodi,0.6542,EPL,Burnley
2020-07-15 18:58:21,Burnley,347,484,Burnley FC,London ,0,rockythegooner,#Burnley OR #BurnleyFC,#VAR is a farce. A #Wolves player almost gets a boot in his face from an overhead kick (dangerous play?) and #Burnley end up with a penalty. #ridiculous,1283476011523416066,Martin Rockall,-0.6908,EPL,Burnley
2020-07-22 17:00:32,Everton,331,1697,Everton FC,Marbella & London,0,Deepsoundradio_,#Everton OR #EFC,"📣 New Podcast! ""Hitting the Bar: The Football Podcast - Episode 47"" on @Spreaker #arsenal #arteta #bournemouth #everton #football #kane #liverpool #manchesterunited #mancity #mourinho #pearson #podcast #soccer #sunderlandfc #var #villa #watford https://t.co/gdQG3TcX0S",1285983075424444420,Deepsoundradio,0.0,EPL,Everton
2020-07-19 13:20:29,AFC Bournemouth,94,191,AFC Bournemouth,"Stanford-Le-Hope, Essex",0,PaulEverett75,#Bournemouth,So no penalty for #Bournemouth because the referee didn’t make a clear and obvious error. Yet goals chalked off because players are deemed to be millimetres offside which takes an age for #VAR to decide. How are they deemed to be clear and obvious then 🤷‍♂️ #VAR,1284840535132340224,Paul Everett,-0.5059,EPL,AFC Bournemouth
2020-07-18 02:51:51,AFC Bournemouth,475,1084,AFC Bournemouth,Brisbane Australia,1,therealdilonju1,#Bournemouth,IS VAR RUINING FOOTBALL?🤬 l EPL MATCHDAY 37 l PREMIER LEAGUE PREDICTIONS! https://t.co/oGJARGk9Rw  #epl #football #soccer #PremierLeague #FACup #Arsenal #Mancity #chelsea #liverpool #everton #norwich #Leicester #COYG #AFC #bournemouth #burnley #watford #therealdilonjukic https://t.co/Ztxo85Mu7W,1284319945040359426,therealdilonjukic,-0.4633,EPL,AFC Bournemouth
2020-07-19 22:02:42,AFC Bournemouth,195,207,AFC Bournemouth,London,0,jenifermoorebfc,#Bournemouth,Got to feel for #Bournemouth with that late #VAR #offside decision. I really like #EddieHowe and he's done wonders at that club but I think there's many clubs who deserve to be in the #PremierLeague more than them,1284971954097750030,Jenifer Moore,0.2255,EPL,AFC Bournemouth
2020-07-19 18:52:04,AFC Bournemouth,107,138,AFC Bournemouth,Nigeria,0,freelartltd,#Bournemouth,'VAR happened' Bournemouth survival hopes suffer big blow  #Bournemouth #DannyIngs #goalkeeper #SamSurridge #Southampton #sports #VAR #VitalitySt https://t.co/HHvcrmPl0O https://t.co/9mbUthOpOw,1284923982257565697,Freelanews,-0.1779,EPL,AFC Bournemouth
2020-07-19 17:24:10,AFC Bournemouth,1113,718,AFC Bournemouth,South Africa,0,FlashScoreZA,#Bournemouth,English Premier Result  Bournemouth 0 - 2 Southampton  Late heartbreak for Bournemouth as VAR rules out Sam Surridge equaliser minutes before Che Adams sealed the win for Saints.  Match highlights: https://t.co/5zcb8A2Vut  #BOUSOU #Bournemouth #Southampton #SaintsFC https://t.co/mnVSf2mDq5,1284901860688703488,FlashScore24.co.za,0.0258,EPL,AFC Bournemouth
2020-07-19 15:50:14,AFC Bournemouth,2719,4177,AFC Bournemouth,"London, England",0,davi326,#Bournemouth,#Bournemouth on brink of drop after late VAR blow in loss to #Southampton https://t.co/ug7y6jxzqW #SaintsFC,1284878219418783750,Andrew Davis,-0.5267,EPL,AFC Bournemouth
2020-07-19 15:26:52,AFC Bournemouth,563,1607,AFC Bournemouth,Mumbai,0,sakarooney,#Bournemouth,"...while Wilson was offside! And if so, was he interfering with the play! It just seemed too quick! Again, probably the right decision since he was clearly off but they should've atleast looked once! #BOUSOU #Bournemouth #FPL #VAR",1284872341969723393,A.,0.5744,EPL,AFC Bournemouth
2020-07-19 15:02:12,AFC Bournemouth,663,603,AFC Bournemouth,"London, England",0,pjneedham40,#Bournemouth,"Things I didn't expect in 2020 number 3,008: Having an emotional investment in Bournemouth. 😫😫😫🔫 #VAR #BOUSOU #bournemouth https://t.co/JDR4E9fRYz",1284866131824652289,peter james needham,0.2263,EPL,AFC Bournemouth
2020-07-19 15:01:44,AFC Bournemouth,9,17,AFC Bournemouth,"Ingleby Barwick, England ",0,taylor_bremner,#Bournemouth,"VAR’s just ruined Bournemouth. And boro fans, if we stay up rlly didn’t want this coz of the long ass tripppp👁👄👁#Bournemouth #boro #VAR #PremierLeague #SuperSunday https://t.co/G4dQsc7KKm",1284866016623960065,Bremner Taylor,-0.743,EPL,AFC Bournemouth
2020-07-19 15:00:08,AFC Bournemouth,524,995,AFC Bournemouth,,0,Villacallum,#Bournemouth,"If I wasn’t a villa fan I’d feel for the cherries! I don’t understand why players are still celebrating like crazy when a goal is scored when VAR hasn’t been checked, Ramsdale was going mental! #BOUSOU #VAR #Bournemouth",1284865611915571200,Callum,0.7707,EPL,AFC Bournemouth
2020-07-19 14:57:53,AFC Bournemouth,101,601,AFC Bournemouth,"Orange County, CA",0,NeilBefore_Zod,#Bournemouth,VAR just kicked the Cherries in the cherries. Harsh. #Bournemouth,1284865047571791873,"Neil K., Esq.",-0.4404,EPL,AFC Bournemouth
2020-07-19 14:55:22,AFC Bournemouth,763,1770,AFC Bournemouth,Nepal,0,nischaldhl,#Bournemouth,Heart breaking moment for #Bournemouth! VAR rules out important goal for them. Well that was offside.,1284864411648192516,Nischal Dhungel,0.4926,EPL,AFC Bournemouth
2020-07-19 14:55:02,AFC Bournemouth,457,1680,AFC Bournemouth,"Alabama, USA",0,good1eclectic,#Bournemouth,"Damn #cherries, VAR is awful. I'm so sorry. #Bournemouth",1284864329859452928,guy of random,-0.7425,EPL,AFC Bournemouth
2020-07-19 14:54:41,AFC Bournemouth,62,113,AFC Bournemouth,,0,ScubaSteveBets,#Bournemouth,Of course it would come down to VAR to ruin a season for someone #PremierLeague #Bournemouth,1284864243280556033,Scuba Steve,-0.5859,EPL,AFC Bournemouth
2020-07-19 14:54:34,AFC Bournemouth,958,1249,AFC Bournemouth,"England, United Kingdom",0,PaulJoseBrain,#Bournemouth,#VAR no goal. #Bournemouth !,1284864212829970432,Quo Vadis.,-0.3595,EPL,AFC Bournemouth
2020-07-19 14:54:33,AFC Bournemouth,443,769,AFC Bournemouth,"Chicago , USA",0,shardman1981,#Bournemouth,It was the correct decision but even I was devastated by that VAR call.  Heartbreaking #bournemouth,1284864207897481217,Aaron Collins,-0.8885,EPL,AFC Bournemouth
2020-07-19 14:54:31,AFC Bournemouth,10,58,AFC Bournemouth,,0,Lauragdavis1,#Bournemouth,VAR is so cruel! #bournemouth #cherries #SouthamptonFC,1284864199643017216,Lauragdavis,-0.7318,EPL,AFC Bournemouth
2020-07-19 14:54:15,AFC Bournemouth,50,48,AFC Bournemouth,"Austin,TX",0,Vic_Vicario,#Bournemouth,#Bournemouth may get fucked over by VAR and get relegated.,1284864134480355331,VIC VICARIO WHO KNEW NFL REFS WERE PAID OFF,-0.6597,EPL,AFC Bournemouth
2020-07-19 13:20:29,AFC Bournemouth,94,191,AFC Bournemouth,"Stanford-Le-Hope, Essex",0,PaulEverett75,#Bournemouth,So no penalty for #Bournemouth because the referee didn’t make a clear and obvious error. Yet goals chalked off because players are deemed to be millimetres offside which takes an age for #VAR to decide. How are they deemed to be clear and obvious then 🤷‍♂️ #VAR,1284840535132340224,Paul Everett,-0.5059,EPL,AFC Bournemouth
2020-07-22 19:30:16,ManchesterUnited,142,1013,Manchester United FC,,0,KarleandKenners,#ManchesterUnited OR #ManUnited OR #MUFC,NEW EPISODE! Hitting the Bar. The football podcast.   #football #soccer #podcast #Arsenal #Bournemouth #Villa #Watford #Arsenal #Pearson #Arteta #Mourinho #Kane #SunderlandFC #westham #manchesterunited #mancity #Liverpool #Everton #VAR   https://t.co/8WToobYEay,1286020756955172864,Hitting the Bar. The football podcast,0.0,EPL,ManchesterUnited
2020-07-22 19:29:29,ManchesterUnited,251,583,Manchester United FC,"Marbella, Spain",0,CJKarle,#ManchesterUnited OR #ManUnited OR #MUFC,NEW EPISODE! Hitting the Bar. The football podcast.   #football #soccer #podcast #Arsenal #Bournemouth #Villa #Watford #Arsenal #Pearson #Arteta #Mourinho #Kane #SunderlandFC #westham #manchesterunited #mancity #Liverpool #Everton #VAR   https://t.co/I6ZXiKGv2F,1286020559403442181,Chris Karle,0.0,EPL,ManchesterUnited
2020-08-16 22:40:32,ManchesterUnited,552,587,Manchester United FC,,0,Vict0rMeldrew,#ManchesterUnited OR #ManUnited OR #MUFC,"@R_o_M Referee was very poor tonight. VAR equally poor. Referee keen to stamp his authority. But rather embarrassingly, he got most things wrong. #mufc #MUNSEV",1295128335694073860,Solskjær,-0.8769,EPL,ManchesterUnited
2020-08-09 22:09:03,Everton,171,232,Everton FC,Research Everything 🛸🦖🗺🚀🛰,0,javelin_fangz,#Everton OR #EFC,And VAR says it's not Moise Kean laying someone out..So he still hasn't hit anything decent this season 😂 #everton https://t.co/sfb1vAuAJi,1292583697812791298,🇬🇧☠REIDY☠🇯🇲,0.0,EPL,Everton
2020-07-19 08:31:07,Chelsea,446,666,Chelsea FC,,3,shyamtalks,#Chelsea OR #ChelseaFC #CFC,Mike Dean is the referee &amp; Michael Oliver will be on VAR tonight for our FA Cup semi-final against United 🤦🏻‍♂️  #FACup #MUNCHE #Chelsea #CFC #football #ChelseaFC  https://t.co/hujA3VWgE5,1284767714855104512,Shyam,0.4215,EPL,Chelsea
2020-07-18 10:32:03,Chelsea,1149,207,Chelsea FC,"London, England",1,CFCChronicle,#Chelsea OR #ChelseaFC #CFC,‘They’ve got a few in their favour’: Lampard claims United have had helps from VAR decisions #cfc #chelsea https://t.co/dGsYzALgrP,1284435760079425541,Chelsea Chronicle,0.6597,EPL,Chelsea
2020-09-13 09:30:00,Liverpool,24287,1314,Liverpool FC,Leeds,1,SportingLifeFC,#liverpoolfc OR #YNWA OR #LFC,"👏 Leeds lose but light it up 🔥 Arsenal's incomings a huge positive 📺 VAR the star at Selhurst 🦅 New season, same old Palace  👨‍🎓 We look at some of the talking points and potential lessons from the opening day of the 2020/21 season...  👇 #LUFC #LFC #AFC #SaintsFC #CPFC #FFC",1305076252634755072,Sporting Life Football,0.7906,EPL,Liverpool
2020-09-13 07:51:31,Liverpool,418,468,Liverpool FC,East yorkshire,0,samjackson23,#liverpoolfc OR #YNWA OR #LFC,Lovely goal this. Phillips showing off his range and Harrison absolutely rinsing the 'best' RB in the world.  Positive display by leeds. Deserved more. Damn you VAR. #lufc #lfc https://t.co/XKXEmQUFf1,1305051467628322816,Sam Jackson 💙💛,0.6605,EPL,Liverpool
2020-07-19 19:27:59,Southampton,31,91,Southampton FC,Southampton,0,SFCvlogZ,#SouthamptonFC OR #Southampton,*New Video*  Adams Seals Saints Win - Bournemouth Vs Southampton | Match Reaction  Click here to watch: https://t.co/2H06yS7alf  Retweets are Appriciated👊  #SaintsFC #afcbournemouth #afcb #SouthamptonFC #SFC #COYR #PL #PremierLeague #VloggleBox #BOUSOU #CheAdams #FIFA #VAR #COYS,1284933018042466304,SaintsFCvlogZ,0.5859,EPL,Southampton
2020-07-19 18:52:04,Southampton,105,138,Southampton FC,Nigeria,0,freelartltd,#SouthamptonFC OR #Southampton,'VAR happened' Bournemouth survival hopes suffer big blow  #Bournemouth #DannyIngs #goalkeeper #SamSurridge #Southampton #sports #VAR #VitalitySt https://t.co/HHvcrmPl0O https://t.co/9mbUthOpOw,1284923982257565697,Freelanews,-0.1779,EPL,Southampton
2020-07-19 17:24:10,Southampton,1112,718,Southampton FC,South Africa,0,FlashScoreZA,#SouthamptonFC OR #Southampton,English Premier Result  Bournemouth 0 - 2 Southampton  Late heartbreak for Bournemouth as VAR rules out Sam Surridge equaliser minutes before Che Adams sealed the win for Saints.  Match highlights: https://t.co/5zcb8A2Vut  #BOUSOU #Bournemouth #Southampton #SaintsFC https://t.co/mnVSf2mDq5,1284901860688703488,FlashScore24.co.za,0.0258,EPL,Southampton
2020-07-19 15:50:14,Southampton,2717,4175,Southampton FC,"London, England",0,davi326,#SouthamptonFC OR #Southampton,#Bournemouth on brink of drop after late VAR blow in loss to #Southampton https://t.co/ug7y6jxzqW #SaintsFC,1284878219418783750,Andrew Davis,-0.5267,EPL,Southampton
2020-07-19 14:54:31,Southampton,8,55,Southampton FC,,0,Lauragdavis1,#SouthamptonFC OR #Southampton,VAR is so cruel! #bournemouth #cherries #SouthamptonFC,1284864199643017216,Lauragdavis,-0.7318,EPL,Southampton
2020-07-19 14:54:10,Southampton,1404,2493,Southampton FC,stretford manchester,0,KerryKez7,#SouthamptonFC OR #Southampton,VAR disallowed Bournemouth’s goal for offside #Southampton,1284864109998211073,Kerry Louise,0.0,EPL,Southampton
2020-07-19 14:54:02,Southampton,24652,629,Southampton FC,España,0,rfutbol,#SouthamptonFC OR #Southampton,Gol anulado por VAR. AFC Bournemouth 0 - 1 Southampton (min. 90) #AfcBournemouth #Southampton #PremierLeague,1284864077236502528,Resultados de Fútbol,0.0,EPL,Southampton
2020-07-24 08:51:57,ManchesterUnited,574,873,Manchester United FC,here and there,0,Old_Roy50,#ManchesterUnited OR #ManUnited OR #MUFC,#EFC 1 - 1 #afcb  #AFC 3 -1 #watfordfc  #WHUFC 1 -1 #AVFC   Bournemouth score first and concede late on  Watford score first and Arsenal are helped by #var   Grealish equalises in the 86th minute and limbs of all limbs pursue. #mufc cry.  @BBCMOTD get your montage ready.,1286584895385608194,Old Roy Mainer,-0.1531,EPL,ManchesterUnited
2020-08-18 14:15:08,ManchesterCity,50,256,Manchester City FC,"Nairobi, Kenya",1,Erimachel,#ManchesterCity OR #ManCity OR #MCFC,Which one will be deadly next season?😂😄😁😆  1. Willian ... Aubameyang... Pepe  2. Sterling... Jesus ...Mahrez  3.Salah...Firminho ...Mane  4. Pulisic ...Werner...Ziyech   5.VAR ..Martial ... Penalties  #Arsenal #ManchesterUnited #ManchesterCity #Chelsea #liverpool #EPL,1295725924189700102,Machel●,0.0,EPL,ManchesterCity
2020-07-21 21:06:33,LeicesterCity,128,99,Leicester City FC,Leicestershire,0,ollie_patterson,#LeicesterCity OR #LCFC,"Already looking forward to our 3 or 4 first half missed opportunities on Sunday before Slab Head grabs them a late winner by punching the ball into the net, which VAR miss, of course. #lcfc",1285682599650832384,Oliver Patterson,0.5574,EPL,LeicesterCity
2020-07-18 02:51:51,Burnley,474,1078,Burnley FC,Brisbane Australia,1,therealdilonju1,#Burnley OR #BurnleyFC,IS VAR RUINING FOOTBALL?🤬 l EPL MATCHDAY 37 l PREMIER LEAGUE PREDICTIONS! https://t.co/oGJARGk9Rw  #epl #football #soccer #PremierLeague #FACup #Arsenal #Mancity #chelsea #liverpool #everton #norwich #Leicester #COYG #AFC #bournemouth #burnley #watford #therealdilonjukic https://t.co/Ztxo85Mu7W,1284319945040359426,therealdilonjukic,-0.4633,EPL,Burnley
2020-07-16 18:18:19,Burnley,618,8,Burnley FC,UK,1,KevinFriendRef,#Burnley OR #BurnleyFC,"For those not happy with last nights VAR, Mike Dean with a beard is scary! #FactoftheDay #wolves #Burnley",1283828322435305472,Kevin Friend,-0.7572,EPL,Burnley
2020-07-16 13:21:00,Burnley,2,5,Burnley FC,,0,MistaWWFC,#Burnley OR #BurnleyFC,"#PremierLeague , #VAR farce, #MikeDean, #KevinFriend, #bbc606 , #TalkSport, #BurnleyFC , disgraceful decision to award Burnley a penalty last night. Cheats. Footballing legends will be turning in their grave at what has happened to our beautiful game. https://t.co/zMwBI7qRZN",1283753500057448448,Mister Singh,-0.4019,EPL,Burnley
2020-07-16 06:58:05,Burnley,894,351,Burnley FC,,2,URef_Official,#Burnley OR #BurnleyFC,🔥🔔BIG CONTROVERSY in #BURWOL   🔊🤏🏽A marginal majority (56%) of Fans Agreed with Mike Dean &amp; the VAR’s decision to award #BurnleyFC a late Penalty! 📲: *URef App Insight  🐺A rough call against Wolves? 👀🤷🏼‍♂️ https://t.co/YQcSUt85Gm,1283657138548555777,URef,0.4389,EPL,Burnley
2020-07-16 00:45:57,Burnley,914,490,Burnley FC,"Princeton, NJ",0,revprince,#Burnley OR #BurnleyFC,"The controversial VAR decision aside, Chris Wood took no prisoners, while banging in that last minute penalty. Some nerve! #BurnleyFC #BURWOL",1283563488305086466,Prince Varghese,-0.8622,EPL,Burnley
2020-07-15 22:37:14,Burnley,24514,2237,Burnley FC,United Kingdom,0,RetroSolesUK,#Burnley OR #BurnleyFC,"how did #Burnley get a penalty, #Doherty was clearly protecting his face from overhead kick #VAR #MOTD",1283531095884128257,Retro Soles,-0.0772,EPL,Burnley
